Info 0    [14:29:13.712] Starting TS Server
Info 5408 [16:12:20.538] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 5409 [16:12:20.538] collectAutoImports: response is complete
Info 5410 [16:12:20.538] collectAutoImports: 0.022710999473929405
Info 5411 [16:12:20.538] getCompletionData: Semantic work: 4.377274001017213
Info 5412 [16:12:20.543] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.7681009992957115
Info 5413 [16:12:20.547] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5414 [16:12:20.550] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 696 structureChanged: false structureIsReused:: Completely Elapsed: 3.7392279990017414ms
Info 5415 [16:12:20.550] Different program with same set of files
Info 5416 [16:12:20.551] getCompletionData: Get current token: 0.006280999630689621
Info 5417 [16:12:20.551] getCompletionData: Is inside comment: 0.017524000257253647
Info 5418 [16:12:20.551] getCompletionData: Get previous token: 0.032673999667167664
Info 5419 [16:12:20.551] getCompletionsAtPosition: isCompletionListBlocker: 0.03970300033688545
Info 5420 [16:12:20.556] getExportInfoMap: cache miss or empty; calculating new results
Info 5421 [16:12:20.556] getExportInfoMap: done in 2.578575000166893 ms
Info 5422 [16:12:20.557] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 5423 [16:12:20.557] collectAutoImports: response is complete
Info 5424 [16:12:20.557] collectAutoImports: 0.021502001211047173
Info 5425 [16:12:20.557] getCompletionData: Semantic work: 5.619617000222206
Info 5426 [16:12:20.562] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.554773999378085
Info 5427 [16:12:20.716] getCompletionData: Get current token: 0.006033001467585564
Info 5428 [16:12:20.716] getCompletionData: Is inside comment: 0.017014000564813614
Info 5429 [16:12:20.716] getCompletionData: Get previous token: 0.02290099859237671
Info 5430 [16:12:20.716] getCompletionsAtPosition: isCompletionListBlocker: 0.012540999799966812
Info 5431 [16:12:20.719] getExportInfoMap: cache miss or empty; calculating new results
Info 5432 [16:12:20.720] getExportInfoMap: done in 0.6885900013148785 ms
Info 5433 [16:12:20.720] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 5434 [16:12:20.720] collectAutoImports: response is complete
Info 5435 [16:12:20.720] collectAutoImports: 0.022545000538229942
Info 5436 [16:12:20.720] getCompletionData: Semantic work: 3.738069001585245
Info 5437 [16:12:20.725] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.788263998925686
Info 5438 [16:12:20.731] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5439 [16:12:20.735] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 697 structureChanged: false structureIsReused:: Completely Elapsed: 3.9772909991443157ms
Info 5440 [16:12:20.735] Different program with same set of files
Info 5441 [16:12:20.736] getCompletionData: Get current token: 0.009832000359892845
Info 5442 [16:12:20.736] getCompletionData: Is inside comment: 0.02526000142097473
Info 5443 [16:12:20.736] getCompletionData: Get previous token: 0.0456130001693964
Info 5444 [16:12:20.736] getCompletionsAtPosition: isCompletionListBlocker: 0.012079998850822449
Info 5445 [16:12:20.740] getExportInfoMap: cache miss or empty; calculating new results
Info 5446 [16:12:20.740] getExportInfoMap: done in 2.1645590011030436 ms
Info 5447 [16:12:20.741] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 5448 [16:12:20.741] collectAutoImports: response is complete
Info 5449 [16:12:20.741] collectAutoImports: 0.022657999768853188
Info 5450 [16:12:20.741] getCompletionData: Semantic work: 5.076824000105262
Info 5451 [16:12:20.747] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.827689999714494
Info 5452 [16:12:21.120] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5453 [16:12:21.127] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 698 structureChanged: false structureIsReused:: Completely Elapsed: 6.280480999499559ms
Info 5454 [16:12:21.127] Different program with same set of files
Info 5455 [16:12:21.507] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5456 [16:12:21.516] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 699 structureChanged: false structureIsReused:: Completely Elapsed: 8.659801000729203ms
Info 5457 [16:12:21.516] Different program with same set of files
Info 5458 [16:12:21.746] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5459 [16:12:21.754] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 700 structureChanged: false structureIsReused:: Completely Elapsed: 7.947107000276446ms
Info 5460 [16:12:21.754] Different program with same set of files
Info 5461 [16:12:22.189] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5462 [16:12:22.191] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 701 structureChanged: false structureIsReused:: Completely Elapsed: 2.3383550010621548ms
Info 5463 [16:12:22.191] Different program with same set of files
Info 5464 [16:12:22.191] getCompletionData: Get current token: 0.006567999720573425
Info 5465 [16:12:22.191] getCompletionData: Is inside comment: 0.019776001572608948
Info 5466 [16:12:22.191] getCompletionData: Get previous token: 0.1845459993928671
Info 5467 [16:12:22.191] getCompletionsAtPosition: isCompletionListBlocker: 0.002752000465989113
Info 5468 [16:12:22.192] Returning an empty list because completion was requested in an invalid position.
Info 5469 [16:12:22.194] getCompletionData: Get current token: 0.007262000814080238
Info 5470 [16:12:22.194] getCompletionData: Is inside comment: 0.022862998768687248
Info 5471 [16:12:22.195] getCompletionData: Get previous token: 0.03173200041055679
Info 5472 [16:12:22.195] getCompletionsAtPosition: isCompletionListBlocker: 0.0032669994980096817
Info 5473 [16:12:22.195] Returning an empty list because completion was requested in an invalid position.
Info 5474 [16:12:22.345] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5475 [16:12:22.350] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 702 structureChanged: false structureIsReused:: Completely Elapsed: 4.767717000097036ms
Info 5476 [16:12:22.350] Different program with same set of files
Info 5477 [16:12:22.350] getCompletionData: Get current token: 0.009307999163866043
Info 5478 [16:12:22.350] getCompletionData: Is inside comment: 0.026295000687241554
Info 5479 [16:12:22.350] getCompletionData: Get previous token: 0.04174400120973587
Info 5480 [16:12:22.350] getCompletionsAtPosition: isCompletionListBlocker: 0.003576001152396202
Info 5481 [16:12:22.350] Returning an empty list because completion was requested in an invalid position.
Info 5482 [16:12:22.374] getCompletionData: Get current token: 0.00880499929189682
Info 5483 [16:12:22.374] getCompletionData: Is inside comment: 0.024602999910712242
Info 5484 [16:12:22.374] getCompletionData: Get previous token: 0.03868499957025051
Info 5485 [16:12:22.374] getCompletionsAtPosition: isCompletionListBlocker: 0.003065001219511032
Info 5486 [16:12:22.374] Returning an empty list because completion was requested in an invalid position.
Info 5487 [16:12:22.482] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5488 [16:12:22.485] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 703 structureChanged: false structureIsReused:: Completely Elapsed: 3.680170999839902ms
Info 5489 [16:12:22.485] Different program with same set of files
Info 5490 [16:12:22.486] getCompletionData: Get current token: 0.0089890006929636
Info 5491 [16:12:22.486] getCompletionData: Is inside comment: 0.025772999972105026
Info 5492 [16:12:22.486] getCompletionData: Get previous token: 0.04055500030517578
Info 5493 [16:12:22.486] getCompletionsAtPosition: isCompletionListBlocker: 0.003763999789953232
Info 5494 [16:12:22.486] Returning an empty list because completion was requested in an invalid position.
Info 5495 [16:12:22.508] getCompletionData: Get current token: 0.009158000349998474
Info 5496 [16:12:22.508] getCompletionData: Is inside comment: 0.026316000148653984
Info 5497 [16:12:22.508] getCompletionData: Get previous token: 0.039403000846505165
Info 5498 [16:12:22.508] getCompletionsAtPosition: isCompletionListBlocker: 0.00326400063931942
Info 5499 [16:12:22.508] Returning an empty list because completion was requested in an invalid position.
Info 5500 [16:12:22.623] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5501 [16:12:22.626] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 704 structureChanged: false structureIsReused:: Completely Elapsed: 2.8480360005050898ms
Info 5502 [16:12:22.626] Different program with same set of files
Info 5503 [16:12:22.627] getCompletionData: Get current token: 0.009018000215291977
Info 5504 [16:12:22.627] getCompletionData: Is inside comment: 0.026498999446630478
Info 5505 [16:12:22.627] getCompletionData: Get previous token: 0.04131999984383583
Info 5506 [16:12:22.627] getCompletionsAtPosition: isCompletionListBlocker: 0.003225000575184822
Info 5507 [16:12:22.627] Returning an empty list because completion was requested in an invalid position.
Info 5508 [16:12:22.650] getCompletionData: Get current token: 0.009471999481320381
Info 5509 [16:12:22.650] getCompletionData: Is inside comment: 0.027924999594688416
Info 5510 [16:12:22.650] getCompletionData: Get previous token: 0.042747000232338905
Info 5511 [16:12:22.650] getCompletionsAtPosition: isCompletionListBlocker: 0.004024999216198921
Info 5512 [16:12:22.650] Returning an empty list because completion was requested in an invalid position.
Info 5513 [16:12:22.736] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5514 [16:12:22.738] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 705 structureChanged: false structureIsReused:: Completely Elapsed: 2.542162999510765ms
Info 5515 [16:12:22.738] Different program with same set of files
Info 5516 [16:12:22.738] getCompletionData: Get current token: 0.009177999570965767
Info 5517 [16:12:22.738] getCompletionData: Is inside comment: 0.025963999330997467
Info 5518 [16:12:22.739] getCompletionData: Get previous token: 0.041871000081300735
Info 5519 [16:12:22.739] getCompletionsAtPosition: isCompletionListBlocker: 0.0032459981739521027
Info 5520 [16:12:22.739] Returning an empty list because completion was requested in an invalid position.
Info 5521 [16:12:22.740] getCompletionData: Get current token: 0.007587000727653503
Info 5522 [16:12:22.740] getCompletionData: Is inside comment: 0.022776998579502106
Info 5523 [16:12:22.740] getCompletionData: Get previous token: 0.03496300056576729
Info 5524 [16:12:22.740] getCompletionsAtPosition: isCompletionListBlocker: 0.002208000048995018
Info 5525 [16:12:22.740] Returning an empty list because completion was requested in an invalid position.
Info 5526 [16:12:23.669] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5527 [16:12:23.672] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 706 structureChanged: false structureIsReused:: Completely Elapsed: 2.775739999487996ms
Info 5528 [16:12:23.672] Different program with same set of files
Info 5529 [16:12:23.672] getCompletionData: Get current token: 0.00960100069642067
Info 5530 [16:12:23.673] getCompletionData: Is inside comment: 0.027089999988675117
Info 5531 [16:12:23.673] getCompletionData: Get previous token: 0.042618999257683754
Info 5532 [16:12:23.673] getCompletionsAtPosition: isCompletionListBlocker: 0.0033750012516975403
Info 5533 [16:12:23.673] Returning an empty list because completion was requested in an invalid position.
Info 5534 [16:12:23.674] getCompletionData: Get current token: 0.009297000244259834
Info 5535 [16:12:23.674] getCompletionData: Is inside comment: 0.026548000052571297
Info 5536 [16:12:23.674] getCompletionData: Get previous token: 0.04339800029993057
Info 5537 [16:12:23.675] getCompletionsAtPosition: isCompletionListBlocker: 0.002728000283241272
Info 5538 [16:12:23.675] Returning an empty list because completion was requested in an invalid position.
Info 5539 [16:12:24.564] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5540 [16:12:24.571] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 707 structureChanged: false structureIsReused:: Completely Elapsed: 7.318231001496315ms
Info 5541 [16:12:24.571] Different program with same set of files
Info 5542 [16:12:25.055] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5543 [16:12:25.058] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 708 structureChanged: false structureIsReused:: Completely Elapsed: 2.6206129994243383ms
Info 5544 [16:12:25.058] Different program with same set of files
Info 5545 [16:12:25.058] getCompletionData: Get current token: 0.00920800119638443
Info 5546 [16:12:25.058] getCompletionData: Is inside comment: 0.026024000719189644
Info 5547 [16:12:25.058] getCompletionData: Get previous token: 0.04430500045418739
Info 5548 [16:12:25.058] getCompletionsAtPosition: isCompletionListBlocker: 0.013910999521613121
Info 5549 [16:12:25.065] getExportInfoMap: cache miss or empty; calculating new results
Info 5550 [16:12:25.066] getExportInfoMap: done in 3.2644679993391037 ms
Info 5551 [16:12:25.066] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 5552 [16:12:25.066] collectAutoImports: response is complete
Info 5553 [16:12:25.066] collectAutoImports: 0.06173800118267536
Info 5554 [16:12:25.066] getCompletionData: Semantic work: 7.7713279984891415
Info 5555 [16:12:25.073] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.158789999783039
Info 5556 [16:12:25.086] getCompletionData: Get current token: 0.007802000269293785
Info 5557 [16:12:25.086] getCompletionData: Is inside comment: 0.022951999679207802
Info 5558 [16:12:25.086] getCompletionData: Get previous token: 0.03794399835169315
Info 5559 [16:12:25.086] getCompletionsAtPosition: isCompletionListBlocker: 0.014487000182271004
Info 5560 [16:12:25.090] getExportInfoMap: cache miss or empty; calculating new results
Info 5561 [16:12:25.091] getExportInfoMap: done in 0.8682099990546703 ms
Info 5562 [16:12:25.091] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 5563 [16:12:25.091] collectAutoImports: response is complete
Info 5564 [16:12:25.091] collectAutoImports: 0.03150700032711029
Info 5565 [16:12:25.091] getCompletionData: Semantic work: 5.207085000351071
Info 5566 [16:12:25.099] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.787059001624584
Info 5567 [16:12:25.102] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5568 [16:12:25.105] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 709 structureChanged: false structureIsReused:: Completely Elapsed: 2.513220001012087ms
Info 5569 [16:12:25.105] Different program with same set of files
Info 5570 [16:12:25.105] getCompletionData: Get current token: 0.005557000637054443
Info 5571 [16:12:25.105] getCompletionData: Is inside comment: 0.015334000810980797
Info 5572 [16:12:25.105] getCompletionData: Get previous token: 0.027198998257517815
Info 5573 [16:12:25.105] getCompletionsAtPosition: isCompletionListBlocker: 0.010602999478578568
Info 5574 [16:12:25.110] getExportInfoMap: cache miss or empty; calculating new results
Info 5575 [16:12:25.111] getExportInfoMap: done in 1.7797430008649826 ms
Info 5576 [16:12:25.111] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 5577 [16:12:25.111] collectAutoImports: response is complete
Info 5578 [16:12:25.111] collectAutoImports: 0.14819899946451187
Info 5579 [16:12:25.111] getCompletionData: Semantic work: 5.821016998961568
Info 5580 [16:12:25.122] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.03226799890399
Info 5581 [16:12:25.717] Format host information updated
Info 5582 [16:12:25.718] getCompletionData: Get current token: 0.028022998943924904
Info 5583 [16:12:25.718] getCompletionData: Is inside comment: 0.05035199970006943
Info 5584 [16:12:25.718] getCompletionData: Get previous token: 0.06264599971473217
Info 5585 [16:12:25.718] getCompletionsAtPosition: isCompletionListBlocker: 0.0251149982213974
Info 5586 [16:12:25.721] getCompletionData: Semantic work: 3.398956000804901
Info 5587 [16:13:11.777] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5588 [16:13:11.785] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 710 structureChanged: false structureIsReused:: Completely Elapsed: 7.618263000622392ms
Info 5589 [16:13:11.785] Different program with same set of files
Info 5590 [16:13:12.052] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5591 [16:13:12.061] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 711 structureChanged: false structureIsReused:: Completely Elapsed: 8.573896000161767ms
Info 5592 [16:13:12.061] Different program with same set of files
Info 5593 [16:13:12.892] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5594 [16:13:12.895] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 712 structureChanged: false structureIsReused:: Completely Elapsed: 2.713543999940157ms
Info 5595 [16:13:12.895] Different program with same set of files
Info 5596 [16:13:15.820] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5597 [16:13:15.823] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 713 structureChanged: false structureIsReused:: Completely Elapsed: 3.0375539995729923ms
Info 5598 [16:13:15.823] Different program with same set of files
Info 5599 [16:13:17.924] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5600 [16:13:17.927] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 714 structureChanged: false structureIsReused:: Completely Elapsed: 3.0521269999444485ms
Info 5601 [16:13:17.927] Different program with same set of files
Info 5602 [16:13:19.877] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5603 [16:13:19.882] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 715 structureChanged: false structureIsReused:: Completely Elapsed: 5.112564999610186ms
Info 5604 [16:13:19.882] Different program with same set of files
Info 5605 [16:13:20.146] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5606 [16:13:20.150] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 716 structureChanged: false structureIsReused:: Completely Elapsed: 3.8372650016099215ms
Info 5607 [16:13:20.150] Different program with same set of files
Info 5608 [16:13:21.222] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5609 [16:13:21.229] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 717 structureChanged: false structureIsReused:: Completely Elapsed: 6.5874789990484715ms
Info 5610 [16:13:21.229] Different program with same set of files
Info 5611 [16:13:23.478] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5612 [16:13:23.482] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 718 structureChanged: false structureIsReused:: Completely Elapsed: 4.2936940006911755ms
Info 5613 [16:13:23.482] Different program with same set of files
Info 5614 [16:13:23.740] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5615 [16:13:23.743] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 719 structureChanged: false structureIsReused:: Completely Elapsed: 3.1424819994717836ms
Info 5616 [16:13:23.743] Different program with same set of files
Info 5617 [16:13:23.758] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5618 [16:13:23.760] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 720 structureChanged: false structureIsReused:: Completely Elapsed: 1.895771000534296ms
Info 5619 [16:13:23.760] Different program with same set of files
Info 5620 [16:13:24.497] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5621 [16:13:24.511] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 721 structureChanged: false structureIsReused:: Completely Elapsed: 13.578144000843167ms
Info 5622 [16:13:24.511] Different program with same set of files
Info 5623 [16:13:24.533] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5624 [16:13:24.538] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 722 structureChanged: false structureIsReused:: Completely Elapsed: 4.646379999816418ms
Info 5625 [16:13:24.538] Different program with same set of files
Info 5626 [16:13:26.817] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5627 [16:13:26.825] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 723 structureChanged: false structureIsReused:: Completely Elapsed: 8.092069000005722ms
Info 5628 [16:13:26.825] Different program with same set of files
Info 5629 [16:13:27.208] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5630 [16:13:27.215] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 724 structureChanged: false structureIsReused:: Completely Elapsed: 7.452470000833273ms
Info 5631 [16:13:27.215] Different program with same set of files
Info 5632 [16:13:27.985] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5633 [16:13:27.988] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 725 structureChanged: false structureIsReused:: Completely Elapsed: 2.709767999127507ms
Info 5634 [16:13:27.988] Different program with same set of files
Info 5635 [16:13:29.422] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5636 [16:13:29.424] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 726 structureChanged: false structureIsReused:: Completely Elapsed: 2.153457999229431ms
Info 5637 [16:13:29.424] Different program with same set of files
Info 5638 [16:13:31.274] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5639 [16:13:31.283] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 727 structureChanged: false structureIsReused:: Completely Elapsed: 9.176884999498725ms
Info 5640 [16:13:31.283] Different program with same set of files
Info 5641 [16:13:31.943] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5642 [16:13:31.948] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 728 structureChanged: false structureIsReused:: Completely Elapsed: 4.190656999126077ms
Info 5643 [16:13:31.948] Different program with same set of files
Info 5644 [16:13:36.754] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5645 [16:13:36.766] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 729 structureChanged: false structureIsReused:: Completely Elapsed: 11.797790000215173ms
Info 5646 [16:13:36.766] Different program with same set of files
Info 5647 [16:13:37.856] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5648 [16:13:37.870] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 730 structureChanged: false structureIsReused:: Completely Elapsed: 14.082117000594735ms
Info 5649 [16:13:37.870] Different program with same set of files
Info 5650 [16:13:39.028] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5651 [16:13:39.034] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 731 structureChanged: false structureIsReused:: Completely Elapsed: 5.891600999981165ms
Info 5652 [16:13:39.034] Different program with same set of files
Info 5653 [16:13:40.934] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5654 [16:13:40.948] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 732 structureChanged: false structureIsReused:: Completely Elapsed: 13.568041000515223ms
Info 5655 [16:13:40.948] Different program with same set of files
Info 5656 [16:13:44.021] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5657 [16:13:44.037] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 733 structureChanged: false structureIsReused:: Completely Elapsed: 16.053092999383807ms
Info 5658 [16:13:44.037] Different program with same set of files
Info 5659 [16:13:44.378] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5660 [16:13:44.384] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 734 structureChanged: false structureIsReused:: Completely Elapsed: 6.120447000488639ms
Info 5661 [16:13:44.385] Different program with same set of files
Info 5662 [16:13:44.385] getCompletionData: Get current token: 0.015571000054478645
Info 5663 [16:13:44.385] getCompletionData: Is inside comment: 0.040251998230814934
Info 5664 [16:13:44.385] getCompletionData: Get previous token: 0.08203999884426594
Info 5665 [16:13:44.385] getCompletionsAtPosition: isCompletionListBlocker: 0.01627200096845627
Info 5666 [16:13:44.399] getExportInfoMap: cache miss or empty; calculating new results
Info 5667 [16:13:44.401] getExportInfoMap: done in 7.394307000562549 ms
Info 5668 [16:13:44.401] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 5669 [16:13:44.401] collectAutoImports: response is complete
Info 5670 [16:13:44.401] collectAutoImports: 0.047422001138329506
Info 5671 [16:13:44.401] getCompletionData: Semantic work: 16.1416040007025
Info 5672 [16:13:44.422] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 20.393656000494957
Info 5673 [16:13:44.436] getCompletionData: Get current token: 0.0075499992817640305
Info 5674 [16:13:44.436] getCompletionData: Is inside comment: 0.018518000841140747
Info 5675 [16:13:44.436] getCompletionData: Get previous token: 0.02291399985551834
Info 5676 [16:13:44.436] getCompletionsAtPosition: isCompletionListBlocker: 0.0168519988656044
Info 5677 [16:13:44.439] getExportInfoMap: cache miss or empty; calculating new results
Info 5678 [16:13:44.440] getExportInfoMap: done in 0.8518800009042025 ms
Info 5679 [16:13:44.440] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 5680 [16:13:44.440] collectAutoImports: response is complete
Info 5681 [16:13:44.440] collectAutoImports: 0.055970000103116035
Info 5682 [16:13:44.440] getCompletionData: Semantic work: 4.516507999971509
Info 5683 [16:13:44.462] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 18.46896499954164
Info 5684 [16:13:44.469] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5685 [16:13:44.476] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 735 structureChanged: false structureIsReused:: Completely Elapsed: 6.32205499894917ms
Info 5686 [16:13:44.476] Different program with same set of files
Info 5687 [16:13:44.477] getCompletionData: Get current token: 0.016932999715209007
Info 5688 [16:13:44.477] getCompletionData: Is inside comment: 0.056960999965667725
Info 5689 [16:13:44.477] getCompletionData: Get previous token: 0.06234399974346161
Info 5690 [16:13:44.477] getCompletionsAtPosition: isCompletionListBlocker: 0.033289000391960144
Info 5691 [16:13:44.489] getExportInfoMap: cache miss or empty; calculating new results
Info 5692 [16:13:44.490] getExportInfoMap: done in 3.612500999122858 ms
Info 5693 [16:13:44.490] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 5694 [16:13:44.490] collectAutoImports: response is complete
Info 5695 [16:13:44.490] collectAutoImports: 0.031657999381422997
Info 5696 [16:13:44.490] getCompletionData: Semantic work: 12.627646999433637
Info 5697 [16:13:44.500] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.252877999097109
Info 5698 [16:13:44.654] getCompletionData: Get current token: 0.0061679985374212265
Info 5699 [16:13:44.654] getCompletionData: Is inside comment: 0.01506500132381916
Info 5700 [16:13:44.654] getCompletionData: Get previous token: 0.02419000118970871
Info 5701 [16:13:44.654] getCompletionsAtPosition: isCompletionListBlocker: 0.010792000219225883
Info 5702 [16:13:44.660] getExportInfoMap: cache miss or empty; calculating new results
Info 5703 [16:13:44.661] getExportInfoMap: done in 0.8376499991863966 ms
Info 5704 [16:13:44.661] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 5705 [16:13:44.661] collectAutoImports: response is complete
Info 5706 [16:13:44.661] collectAutoImports: 0.0304579995572567
Info 5707 [16:13:44.661] getCompletionData: Semantic work: 7.1007770001888275
Info 5708 [16:13:44.668] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.016319999471307
Info 5709 [16:13:44.670] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 5710 [16:13:44.672] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 736 structureChanged: false structureIsReused:: Completely Elapsed: 2.2948650009930134ms
Info 5711 [16:13:44.672] Different program with same set of files
Info 5712 [16:13:44.672] getCompletionData: Get current token: 0.0055219996720552444
Info 5713 [16:13:44.672] getCompletionData: Is inside comment: 0.01441199891269207
Info 5714 [16:13:44.672] getCompletionData: Get previous token: 0.0221599992364645
Info 5715 [16:13:44.672] getCompletionsAtPosition: isCompletionListBlocker: 0.010976999998092651
Info 5716 [16:13:44.680] getExportInfoMap: cache miss or empty; calculating new results
Info 5717 [16:13:44.681] getExportInfoMap: done in 3.7914960011839867 ms
Info 5718 [16:13:44.682] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 5719 [16:13:44.682] collectAutoImports: response is complete
Info 5720 [16:13:44.682] collectAutoImports: 0.02734299935400486
Info 5721 [16:13:44.682] getCompletionData: Semantic work: 9.381657000631094
Info 5722 [16:13:44.688] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.262447001412511
Info 5723 [16:13:45.271] Format host information updated
